street_address,location_area,municipality,final_price,price_per_m2,price_change_percent,sold_date,living_area_m2,non_living_area_m2,rooms,plot_area_m2,url
Lyckan 1,Fålhagen,Uppsala kommun,6500000,57017.54,25.0,,114.0,43.0,7.0,,/salda/villa-7rum-falhagen-uppsala-kommun-lyckan-1-542880
Videvägen 1B,Sunnersta,Uppsala kommun,5100000,33774.83,13.0,,151.0,28.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-videvagen-1b-320683
Rödhakevägen 24,Sunnersta,Uppsala kommun,5150000,31987.58,23.0,,161.0,90.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-rodhakevagen-24-318043
Herrhagsvägen 292,Herrhagen,Uppsala kommun,3500000,30172.41,3.0,,116.0,,5.0,,/salda/villa-5rum-herrhagen-uppsala-kommun-herrhagsvagen-292-543052
Morkullevägen 35,Sunnersta,Uppsala kommun,4550000,29545.45,2.0,,154.0,22.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-morkullevagen-35-316415
Danmarks-Söderby 187,Danmark,Uppsala kommun,4125000,25781.25,9.0,,160.0,,6.0,,/salda/villa-6rum-danmark-uppsala-kommun-danmarks-soderby-187-315789
Sellerigatan 8,Årsta,Uppsala kommun,4950000,39600.0,15.0,,125.0,125.0,6.0,,/salda/villa-6rum-arsta-uppsala-kommun-sellerigatan-8-314974
Värnlundsgatan 22,Nyby,Uppsala kommun,4250000,25602.41,22.0,,166.0,17.0,6.0,,/salda/villa-6rum-nyby-uppsala-kommun-varnlundsgatan-22-542910
Ormvråksvägen 16,Sunnersta,Uppsala kommun,5300000,27319.59,1.0,,194.0,120.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-ormvraksvagen-16-312568
Vikingagatan 33,Svartbäcken,Uppsala kommun,7875000,57481.75,9.0,,137.0,64.0,7.0,,/salda/villa-7rum-svartbacken-uppsala-kommun-vikingagatan-33-311681
Vitkålsgatan 102,Årsta,Uppsala kommun,4280000,31470.59,2.0,,136.0,10.0,5.0,,/salda/villa-5rum-arsta-uppsala-kommun-vitkalsgatan-102-311469
Jan Fridegårds Väg 26,Gamla Uppsala,Uppsala kommun,5000000,34722.22,0.0,,144.0,,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-jan-fridegards-vag-26-305645
Ihres Väg 5,Flogsta,Uppsala kommun,4750000,36538.46,13.0,,130.0,90.0,7.0,,/salda/villa-7rum-flogsta-uppsala-kommun-ihres-vag-5-301413
Hedensbergsvägen 15 B,Berthåga,Uppsala kommun,7000000,52631.58,41.0,,133.0,56.0,7.0,,/salda/villa-7rum-berthaga-uppsala-kommun-hedensbergsvagen-15-b-299933
Ruriksplan 5,Svartbäcken,Uppsala kommun,8050000,57500.0,17.0,,140.0,132.0,8.0,,/salda/villa-8rum-svartbacken-uppsala-kommun-ruriksplan-5-299213
Hesselmans Väg 6,Flogsta,Uppsala kommun,4650000,33695.65,19.0,,138.0,85.0,8.0,,/salda/villa-8rum-flogsta-uppsala-kommun-hesselmans-vag-6-543013
Klarbärsgatan 51,Slavsta,Uppsala kommun,4500000,33088.24,13.0,,136.0,33.0,6.0,,/salda/villa-6rum-slavsta-uppsala-kommun-klarbarsgatan-51-543019
Tomatgatan 3,Årsta,Uppsala kommun,4900000,29696.97,10.0,,165.0,,7.0,,/salda/villa-7rum-arsta-uppsala-kommun-tomatgatan-3-773636
Skogsduvevägen 27,Sunnersta,Uppsala kommun,4925000,29668.67,3.0,,166.0,102.0,10.0,,/salda/villa-10rum-sunnersta-uppsala-kommun-skogsduvevagen-27-297328
Skogsvägen 3 A,Bergsbrunna,Uppsala kommun,3925000,26520.27,5.0,,148.0,,5.0,,/salda/villa-5rum-bergsbrunna-uppsala-kommun-skogsvagen-3-a-293844
Stackvägen 28,Valsätra,Uppsala kommun,4450000,41981.13,16.0,,106.0,99.0,6.0,,/salda/villa-6rum-valsatra-uppsala-kommun-stackvagen-28-291886
Konsumvägen 31B,Norby,Uppsala kommun,4100000,42708.33,17.0,,96.0,96.0,4.0,1154.0,/salda/villa-4rum-norby-uppsala-kommun-konsumvagen-31b-291483
Kronparksvägen 20,Vilan,Uppsala kommun,3550000,32870.37,29.0,,108.0,50.0,4.0,,/salda/villa-4rum-vilan-uppsala-kommun-kronparksvagen-20-290199
Tallbacksvägen 56,Norby,Uppsala kommun,7650000,34772.73,6.0,,220.0,72.0,8.0,2684.0,/salda/villa-8rum-norby-uppsala-kommun-tallbacksvagen-56-286129
Vinggatan 17,Bärby Hage,Uppsala kommun,4870000,38046.88,2.0,,128.0,18.0,4.0,,/salda/villa-4rum-barby-hage-uppsala-kommun-vinggatan-17-285403
Malma Ringväg 50,Norby,Uppsala kommun,3950000,25000.0,-4.0,,158.0,10.0,5.0,,/salda/villa-5rum-norby-uppsala-kommun-malma-ringvag-50-283823
Rapphönsvägen 10B,Sunnersta,Uppsala kommun,4960000,40000.0,17.0,,124.0,124.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-rapphonsvagen-10b-281539
Hildvägen 7,Gamla Uppsala,Uppsala kommun,4600000,43809.52,25.0,,105.0,105.0,4.0,810.0,/salda/villa-4rum-gamla-uppsala-uppsala-kommun-hildvagen-7-279294
Morkullevägen 26 B,Sunnersta,Uppsala kommun,3650000,25886.52,0.0,,141.0,126.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-morkullevagen-26-b-644648
Yllevägen 13,Nåntuna,Uppsala kommun,5270000,37913.67,6.0,,139.0,,5.0,,/salda/villa-5rum-nantuna-uppsala-kommun-yllevagen-13-542955
Blomstervägen 39,Sunnersta,Uppsala kommun,5500000,28061.22,1.0,,196.0,4.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-blomstervagen-39-277119
Långvägen 36,Sunnersta,Uppsala kommun,4825000,32166.67,24.0,,150.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-langvagen-36-276717
Pimpstensvägen 11,Herrhagen,Uppsala kommun,4550000,30333.33,14.0,,150.0,10.0,6.0,,/salda/villa-6rum-herrhagen-uppsala-kommun-pimpstensvagen-11-276847
Eksoppsvägen 16,Norby/Trädgårdsstaden,Uppsala kommun,4150000,34016.39,12.0,,122.0,,5.0,,/salda/villa-5rum-norby-tradgardsstaden-uppsala-kommun-eksoppsvagen-16-274228
Billvägen 9,Valsätra,Uppsala kommun,4150000,37727.27,19.0,,110.0,110.0,7.0,,/salda/villa-7rum-valsatra-uppsala-kommun-billvagen-9-281342
Laduvägen 14,Valsätra,Uppsala kommun,4160000,33548.39,13.0,,124.0,73.0,6.0,,/salda/villa-6rum-valsatra-uppsala-kommun-laduvagen-14-276919
Kålrotsgatan 4,Årsta,Uppsala kommun,4300000,38053.1,8.0,,113.0,113.0,4.0,,/salda/villa-4rum-arsta-uppsala-kommun-kalrotsgatan-4-268282
Spanargatan 7,Bärby Hage,Uppsala kommun,4340000,52289.16,9.0,,83.0,80.0,4.0,,/salda/villa-4rum-barby-hage-uppsala-kommun-spanargatan-7-265974
Eksoppsvägen 22,Norby,Uppsala kommun,3750000,32608.7,4.0,,115.0,,5.0,,/salda/villa-5rum-norby-uppsala-kommun-eksoppsvagen-22-265852
Tjudervägen 4,Valsätra,Uppsala kommun,4120000,29428.57,18.0,,140.0,140.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-tjudervagen-4-264848
Skogsvägen 53,Bergsbrunna,Uppsala kommun,4760000,27674.42,14.0,,172.0,,7.0,,/salda/villa-7rum-bergsbrunna-uppsala-kommun-skogsvagen-53-543000
Morkullevägen 10A,Sunnersta,Uppsala kommun,5850000,33428.57,13.0,,175.0,48.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-morkullevagen-10a-261982
Falkvägen 11,Bergsbrunna,Uppsala kommun,4050000,32142.86,9.0,,126.0,,4.0,,/salda/villa-4rum-bergsbrunna-uppsala-kommun-falkvagen-11-262878
Blomstervägen 19,Sunnersta,Uppsala kommun,4550000,41743.12,14.0,,109.0,109.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-blomstervagen-19-542960
Vretgränd 13,Centrum,Uppsala kommun,3800000,46341.46,-4.0,,82.0,,3.0,,/salda/villa-3rum-centrum-uppsala-kommun-vretgrand-13-259610
Rälsvägen 14,Sunnersta,Uppsala kommun,4860000,32617.45,2.0,,149.0,149.0,5.0,977.0,/salda/villa-5rum-sunnersta-uppsala-kommun-ralsvagen-14-294963
Arkeologvägen 42,Gamla Uppsala,Uppsala kommun,4800000,33333.33,7.0,,144.0,,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-arkeologvagen-42-250386
Husbyborg 53,Husbyborg,Uppsala kommun,525000,23863.64,0.0,,22.0,,1.0,,/salda/villa-1rum-husbyborg-uppsala-kommun-husbyborg-53-249897
Grönstensvägen 34,Eriksberg,Uppsala kommun,3500000,27777.78,17.0,,126.0,20.0,5.0,,/salda/villa-5rum-eriksberg-uppsala-kommun-gronstensvagen-34-252126
Vattholmavägen 65,Gamla Uppsala,Uppsala kommun,5100000,34931.51,4.0,,146.0,4.0,7.0,1074.0,/salda/villa-7rum-gamla-uppsala-uppsala-kommun-vattholmavagen-65-247112
Narves Gränd 3,Gamla Uppsala,Uppsala kommun,5300000,31547.62,26.0,,168.0,110.0,8.0,,/salda/villa-8rum-gamla-uppsala-uppsala-kommun-narves-grand-3-542956
Nodéns Väg 13,Lugnet,Uppsala kommun,4995000,29210.53,0.0,,171.0,24.0,4.0,,/salda/villa-4rum-lugnet-uppsala-kommun-nodens-vag-13-247045
Åkervägen 24,Sunnersta,Uppsala kommun,4220000,34032.26,6.0,,124.0,123.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-akervagen-24-245375
Timjansgatan 8B,Årsta,Uppsala kommun,6175000,37652.44,4.0,,164.0,,6.0,,/salda/villa-6rum-arsta-uppsala-kommun-timjansgatan-8b-243410
Vitkålsgatan 113,Årsta,Uppsala kommun,4550000,31379.31,7.0,,145.0,140.0,6.0,,/salda/villa-6rum-arsta-uppsala-kommun-vitkalsgatan-113-240848
Hedensbergsvägen 32D,Berthåga,Uppsala kommun,4600000,34848.48,24.0,,132.0,,4.0,474.0,/salda/villa-4rum-berthaga-uppsala-kommun-hedensbergsvagen-32d-276810
Askvägen 52,Sunnersta,Uppsala kommun,6700000,37222.22,3.0,,180.0,,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-askvagen-52-235855
Seminariegatan 16a,Luthagen,Uppsala kommun,6100000,43262.41,15.0,,141.0,47.0,6.0,,/salda/villa-6rum-luthagen-uppsala-kommun-seminariegatan-16a-235412
Herrhagens Byväg 129,Herrhagen,Uppsala kommun,4000000,33898.31,14.0,,118.0,,4.0,,/salda/villa-4rum-herrhagen-uppsala-kommun-herrhagens-byvag-129-542971
Norrtorpsvägen 24,Södra Gottsunda,Uppsala kommun,5320000,38832.12,19.0,,137.0,16.0,6.0,,/salda/villa-6rum-sodra-gottsunda-uppsala-kommun-norrtorpsvagen-24-260428
Handarbetsvägen 64,Nåntuna / Vilan,Uppsala kommun,4550000,32733.81,11.0,,139.0,13.0,6.0,,/salda/villa-6rum-nantuna-vilan-uppsala-kommun-handarbetsvagen-64-235118
Sunnerstavägen 26 E,Sunnersta,Uppsala kommun,4550000,30743.24,17.0,,148.0,28.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-sunnerstavagen-26-e-260846
Nämndemansvägen 4,Nåntuna / Vilan,Uppsala kommun,3850000,31818.18,0.0,,121.0,82.0,7.0,,/salda/villa-7rum-nantuna-vilan-uppsala-kommun-namndemansvagen-4-234384
Husbyborg 15,Husbyborg,Uppsala kommun,500000,21739.13,-9.0,,23.0,,2.0,,/salda/villa-2rum-husbyborg-uppsala-kommun-husbyborg-15-229666
Reagatan 17,Bärby Hage,Uppsala kommun,4050000,40099.01,35.0,,101.0,6.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-reagatan-17-223062
Alvägen 8 A,Norby,Uppsala kommun,5100000,30538.92,2.0,,167.0,23.0,6.0,,/salda/villa-6rum-norby-uppsala-kommun-alvagen-8-a-217960
Morkullevägen 86,Sunnersta,Uppsala kommun,3995000,23639.05,0.0,,169.0,108.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-morkullevagen-86-213322
Malma Ringväg 28,Uppsala,Uppsala kommun,5300000,26500.0,-5.0,,200.0,85.0,8.0,,/salda/villa-8rum-uppsala-stad-uppsala-kommun-malma-ringvag-28-211545
Vilanvägen 9,Vilan,Uppsala kommun,3200000,35164.84,-2.0,,91.0,122.0,4.0,,/salda/villa-4rum-vilan-uppsala-kommun-vilanvagen-9-208973
Alice Tegnérs Väg 21,Gottsunda,Uppsala kommun,3280000,26240.0,0.0,,125.0,,4.5,,"/salda/villa-4,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-21-206946"
Holmvägen 12,Sunnersta,Uppsala kommun,4150000,37053.57,9.0,,112.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-holmvagen-12-206936
Tjädervägen 35 B,Sunnersta,Uppsala kommun,4300000,38392.86,1.0,,112.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-tjadervagen-35-b-200094
Smaragdvägen 27,Herrhagen/Kvarnbo Äng,Uppsala kommun,3735000,31652.54,17.0,,118.0,,5.0,,/salda/villa-5rum-herrhagen-kvarnbo-ang-uppsala-kommun-smaragdvagen-27-542967
Alice Tegnérs Väg 1,Gottsunda,Uppsala kommun,3280000,26240.0,0.0,,125.0,,4.5,,"/salda/villa-4,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-1-199693"
Törnlundsgatan 19,Fålhagen,Uppsala kommun,9600000,57142.86,1.0,,168.0,76.0,10.0,,/salda/villa-10rum-falhagen-uppsala-kommun-tornlundsgatan-19-199036
Tunagatan 51,Bärby Hage,Uppsala kommun,3580000,40224.72,20.0,,89.0,85.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-tunagatan-51-198800
Jägarvägen 8b,Sunnersta,Uppsala kommun,5400000,30508.47,5.0,,177.0,,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-jagarvagen-8b-198191
Tegelgatan 4,Kungsgärdet,Uppsala kommun,5700000,47107.44,18.0,,121.0,80.0,4.0,,/salda/villa-4rum-kungsgardet-uppsala-kommun-tegelgatan-4-198026
Walleriusvägen 7,Kåbo,Uppsala kommun,7608592,43727.54,1.0,,174.0,87.0,8.0,,/salda/villa-8rum-kabo-uppsala-kommun-walleriusvagen-7-194077
Laduvägen 5,Valsätra,Uppsala kommun,4550000,32500.0,14.0,,140.0,140.0,5.0,,/salda/villa-5rum-valsatra-uppsala-kommun-laduvagen-5-542957
Backvägen 14a,Sunnersta,Uppsala kommun,4720000,36875.0,13.0,,128.0,128.0,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-backvagen-14a-542950
Ingvarsgatan 17,Svartbäcken,Uppsala kommun,5525000,47222.22,51.0,,117.0,80.0,5.0,,/salda/villa-5rum-svartbacken-uppsala-kommun-ingvarsgatan-17-185716
Sunnerstavägen 19B,Sunnersta,Uppsala kommun,4160000,39245.28,9.0,,106.0,106.0,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-sunnerstavagen-19b-185570
Rälsvägen 46 A,Sunnersta,Uppsala kommun,4400000,26666.67,-1.0,,165.0,,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-ralsvagen-46-a-184296
Rosenvägen 9 B,Sunnersta,Uppsala kommun,4840000,23842.36,13.0,,203.0,97.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-rosenvagen-9-b-183944
Rädisegatan 5,Årsta,Uppsala kommun,3275000,44256.76,-1.0,,74.0,20.0,4.0,,/salda/villa-4rum-arsta-uppsala-kommun-radisegatan-5-183002
Alvägen 8b,Norby,Uppsala kommun,5200000,30232.56,8.0,,172.0,23.0,6.0,,/salda/villa-6rum-norby-uppsala-kommun-alvagen-8b-542927
Bomullsvägen 5,Nåntuna,Uppsala kommun,3650000,27238.81,0.0,,134.0,,5.0,,/salda/villa-5rum-nantuna-uppsala-kommun-bomullsvagen-5-174987
Alice Tegnérs väg 4,Gottsunda,Uppsala kommun,2995000,23038.46,1.0,,130.0,,5.5,,"/salda/villa-5,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-4-178951"
Rödhakevägen 7b,Sunnersta,Uppsala kommun,8900000,30169.49,14.0,,295.0,,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-rodhakevagen-7b-179242
Spanargatan 12,Bärby Hage,Uppsala kommun,4100000,37962.96,17.0,,108.0,108.0,4.0,,/salda/villa-4rum-barby-hage-uppsala-kommun-spanargatan-12-542945
Geres Väg 9,Gamla Uppsala,Uppsala kommun,3610000,26350.36,-5.0,,137.0,23.0,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-geres-vag-9-174186
Herman Flodkvists väg 7,Ultuna,Uppsala kommun,4350000,50581.4,22.0,,86.0,67.0,3.0,903.0,/salda/villa-3rum-ultuna-uppsala-kommun-herman-flodkvists-vag-7-227535
Dalbovägen 33b,Sunnersta,Uppsala kommun,3950000,17792.79,1.0,,222.0,30.0,9.0,,/salda/villa-9rum-sunnersta-uppsala-kommun-dalbovagen-33b-173055
Alice Tegnérs Väg 12,Gottsunda,Uppsala kommun,2990000,23000.0,0.0,,130.0,,5.5,,"/salda/villa-5,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-12-172764"
Döbelnsgatan 30 H,Kåbo,Uppsala kommun,6425000,33463.54,-7.0,,192.0,65.0,8.0,,/salda/villa-8rum-kabo-uppsala-kommun-dobelnsgatan-30-h-172152
Rosenvägen 58,Sunnersta,Uppsala kommun,4200000,18750.0,0.0,,224.0,126.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-rosenvagen-58-168668
Havsörnsvägen 8,Sunnersta,Uppsala kommun,4438600,26738.55,-1.0,,166.0,41.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-havsornsvagen-8-168160
Regins Väg 13,Gamla Uppsala,Uppsala kommun,3535000,38846.15,20.0,,91.0,90.0,4.0,,/salda/villa-4rum-gamla-uppsala-uppsala-kommun-regins-vag-13-542922
Alice Tegnérs Väg 18,Gottsunda,Uppsala kommun,2950000,23600.0,0.0,,125.0,,4.5,,"/salda/villa-4,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-18-165235"
Storkällsvägen 3,Brillinge,Uppsala kommun,3160000,35111.11,7.0,,90.0,90.0,3.0,,/salda/villa-3rum-brillinge-uppsala-kommun-storkallsvagen-3-167009
Hagelgränd 5,Norby,Uppsala kommun,5000000,25510.2,0.0,,196.0,56.0,7.0,,/salda/villa-7rum-norby-uppsala-kommun-hagelgrand-5-160841
Timjansgatan 69,Årsta,Uppsala kommun,3225000,29587.16,29.0,,109.0,109.0,5.0,,/salda/villa-5rum-arsta-uppsala-kommun-timjansgatan-69-542847
Timjansgatan 49,Årsta,Uppsala kommun,3500000,32110.09,17.0,,109.0,109.0,5.0,,/salda/villa-5rum-arsta-uppsala-kommun-timjansgatan-49-159055
Svankärrsvägen 11a,Sunnersta,Uppsala kommun,3700000,33944.95,3.0,,109.0,109.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-svankarrsvagen-11a-157257
Joels Väg 4,Nåntuna/Lugnet,Uppsala kommun,6025000,33472.22,11.0,,180.0,,7.0,,/salda/villa-7rum-nantuna-lugnet-uppsala-kommun-joels-vag-4-149567
Talgoxvägen 23 B,Sunnersta,Uppsala kommun,6750000,28969.96,4.0,,233.0,,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-talgoxvagen-23-b-156074
Långvägen 21,Sunnersta,Uppsala kommun,5450000,26980.2,5.0,,202.0,68.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-langvagen-21-542917
Liljegatan 18 B,Fålhagen,Uppsala kommun,7000000,52238.81,25.0,,134.0,39.0,6.0,,/salda/villa-6rum-falhagen-uppsala-kommun-liljegatan-18-b-542921
Hollandsresan 74,Sävja,Uppsala kommun,2815000,26064.81,13.0,,108.0,,4.0,,/salda/villa-4rum-savja-uppsala-kommun-hollandsresan-74-151398
Lövhultsvägen 10,Norby,Uppsala kommun,4510000,31985.82,0.0,,141.0,69.0,7.0,,/salda/villa-7rum-norby-uppsala-kommun-lovhultsvagen-10-149711
Dalbovägen 30 B,Sunnersta,Uppsala kommun,4175000,28793.1,0.0,,145.0,,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-dalbovagen-30-b-542915
Svankärrsvägen 8 T,Sunnersta,Uppsala kommun,3960000,30697.67,6.0,,129.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-svankarrsvagen-8-t-145827
Sehlstedtsgatan 22,Nyby,Uppsala kommun,4020000,25125.0,15.0,,160.0,30.0,6.0,,/salda/villa-6rum-nyby-uppsala-kommun-sehlstedtsgatan-22-542901
Rimbertsvägen 2 B,Berthåga,Uppsala kommun,5050000,31562.5,10.0,,160.0,7.0,6.0,,/salda/villa-6rum-berthaga-uppsala-kommun-rimbertsvagen-2-b-143820
Skogsvägen 18,Bergsbrunna,Uppsala kommun,4600000,34328.36,18.0,,134.0,242.0,7.0,,/salda/villa-7rum-bergsbrunna-uppsala-kommun-skogsvagen-18-142251
Lönnviksvägen 11,Sunnersta,Uppsala kommun,2990000,42112.68,20.0,,71.0,69.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-lonnviksvagen-11-141936
Konvaljegränd 3B,Sunnersta,Uppsala kommun,4300000,35245.9,5.0,,122.0,122.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-konvaljegrand-3b-133801
Geijersgatan 45,Rickomberga,Uppsala kommun,5770000,51061.95,5.0,,113.0,100.0,5.0,,/salda/villa-5rum-rickomberga-uppsala-kommun-geijersgatan-45-130720
Bergagatan 38,Kåbo,Uppsala kommun,4200000,66666.67,15.0,,63.0,63.0,5.0,,/salda/villa-5rum-kabo-uppsala-kommun-bergagatan-38-129690
Storskiftesvägen 15,Valsätra,Uppsala kommun,4315000,31727.94,0.0,,136.0,,5.0,381.0,/salda/villa-5rum-valsatra-uppsala-kommun-storskiftesvagen-15-135292
Storskiftesvägen 17,Valsätra,Uppsala kommun,4280000,31470.59,0.0,,136.0,,5.0,357.0,/salda/villa-5rum-valsatra-uppsala-kommun-storskiftesvagen-17-135291
Storskiftesvägen 19,Valsätra,Uppsala kommun,4420000,32500.0,0.0,,136.0,,5.0,459.0,/salda/villa-5rum-valsatra-uppsala-kommun-storskiftesvagen-19-135290
Långvägen 24,Sunnersta,Uppsala kommun,4718700,,0.0,,,,,800.0,/salda/villa-sunnersta-uppsala-kommun-langvagen-24-135287
Järneksgatan 2,Salabacke,Uppsala kommun,4500000,36290.32,42.0,,124.0,,4.0,,/salda/villa-4rum-salabacke-uppsala-kommun-jarneksgatan-2-133800
Alice Tegnérs Väg 10,Gottsunda,Uppsala kommun,2650000,25000.0,0.0,,106.0,,3.5,,"/salda/villa-3,5rum-gottsunda-uppsala-kommun-alice-tegners-vag-10-133406"
Hallstensgatan 2,Svartbäcken,Uppsala kommun,7700000,35321.1,25.0,,218.0,90.0,10.0,,/salda/villa-10rum-svartbacken-uppsala-kommun-hallstensgatan-2-133000
Dalbovägen 44,Sunnersta,Uppsala kommun,4000000,30303.03,3.0,,132.0,70.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-dalbovagen-44-132873
Höjdvägen 29,Sunnersta,Uppsala kommun,3750000,23437.5,-6.0,,160.0,72.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-hojdvagen-29-127336
Rabeniusvägen 32,Södra Gottsunda,Uppsala kommun,4950000,30368.1,11.0,,163.0,23.0,6.0,,/salda/villa-6rum-sodra-gottsunda-uppsala-kommun-rabeniusvagen-32-542884
Domherrevägen 2 B,Sunnersta,Uppsala kommun,6282100,30057.89,19.0,,209.0,54.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-domherrevagen-2-b-542896
Brodyrvägen 31,Nåntuna,Uppsala kommun,4475000,30650.68,13.0,,146.0,85.0,9.0,,/salda/villa-9rum-nantuna-uppsala-kommun-brodyrvagen-31-124250
Svankärrsvägen 25,Sunnersta,Uppsala kommun,3900000,21428.57,-7.0,,182.0,29.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-svankarrsvagen-25-124151
Backvägen 6B,Sunnersta,Uppsala kommun,3150000,21575.34,2.0,,146.0,88.0,,717.0,/salda/villa-146m2-sunnersta-uppsala-kommun-backvagen-6b-122387
Spanargatan 10,Bärby Hage,Uppsala kommun,3350000,37222.22,17.0,,90.0,81.0,4.0,,/salda/villa-4rum-barby-hage-uppsala-kommun-spanargatan-10-119819
Dragonvägen 22,Bergsbrunna,Uppsala kommun,1620000,11911.76,-63.0,,136.0,,5.0,1322.0,/salda/villa-5rum-bergsbrunna-uppsala-kommun-dragonvagen-22-118675
Hålsömsvägen 29,Nåntuna,Uppsala kommun,3310000,22671.23,11.0,,146.0,,5.0,,/salda/villa-5rum-nantuna-uppsala-kommun-halsomsvagen-29-118043
Pimpstensvägen 59,Herrhagen,Uppsala kommun,3450000,25746.27,6.0,,134.0,9.0,6.0,,/salda/villa-6rum-herrhagen-uppsala-kommun-pimpstensvagen-59-118317
Sunnerstavägen 16,Sunnersta,Uppsala kommun,3900000,23353.29,-2.0,,167.0,215.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-sunnerstavagen-16-116052
Dalbovägen 45,Sunnersta,Uppsala kommun,3660000,32972.97,6.0,,111.0,110.0,7.0,878.0,/salda/villa-7rum-sunnersta-uppsala-kommun-dalbovagen-45-110492
Brevduvevägen 4,Sunnersta,Uppsala kommun,3750000,24671.05,4.0,,152.0,,6.0,708.0,/salda/villa-6rum-sunnersta-uppsala-kommun-brevduvevagen-4-108915
Sandstensvägen 8,Herrhagen,Uppsala kommun,5000000,26041.67,16.0,,192.0,,7.0,907.0,/salda/villa-7rum-herrhagen-uppsala-kommun-sandstensvagen-8-105928
Eksätravägen 40,Södra Gottsunda,Uppsala kommun,3750000,28409.09,0.0,,132.0,,5.0,401.0,/salda/villa-5rum-sodra-gottsunda-uppsala-kommun-eksatravagen-40-103131
Valhalls Väg 9 b,Gamla Uppsala,Uppsala kommun,4750000,59375.0,-5.0,,80.0,80.0,3.0,2531.0,/salda/villa-3rum-gamla-uppsala-uppsala-kommun-valhalls-vag-9-b-103022
Mellanvägen 4 A,Norby,Uppsala kommun,4300000,30714.29,2.0,,140.0,,6.0,1045.0,/salda/villa-6rum-norby-uppsala-kommun-mellanvagen-4-a-95569
Skivlingsvägen 3,Norby,Uppsala kommun,4710000,23668.34,5.0,,199.0,13.0,7.0,1088.0,/salda/villa-7rum-norby-uppsala-kommun-skivlingsvagen-3-94393
Bergsbrunna Villaväg 15,Bergsbrunna,Uppsala kommun,4200000,22105.26,-4.0,,190.0,62.0,8.0,1160.0,/salda/villa-8rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-15-94280
Källstigen 21,Bergsbrunna,Uppsala kommun,2500000,32051.28,0.0,,78.0,81.0,3.0,1304.0,/salda/villa-3rum-bergsbrunna-uppsala-kommun-kallstigen-21-89814
Herrhagens Byväg 141,Herrhagen,Uppsala kommun,4220000,29718.31,9.0,,142.0,,5.0,510.0,/salda/villa-5rum-herrhagen-uppsala-kommun-herrhagens-byvag-141-89993
Eskadergatan 8,Bärby Hage,Uppsala kommun,4250000,48850.57,33.0,,87.0,87.0,7.0,724.0,/salda/villa-7rum-barby-hage-uppsala-kommun-eskadergatan-8-86289
